booking_id,customer_id,driver_id,booking_datetime,booking_date,booking_hour,day_of_week,is_weekend,is_peak_hour,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,customer_rating,driver_rating,nearby_driver_count,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,promo_applied,promo_discount_sgd,estimated_fare_sgd,device_os,app_version,previous_customer_cancellations,booking_status,customer_cancelled,cancel_time_after_booking_min,cancel_reason,actual_pickup_wait_min,actual_trip_duration_min,final_fare_sgd
BK2026006099,C103077,D50204,2026-04-20 07:23:15,2026-04-20,7,Monday,0,1,Changi,Airport,Punggol,Residential,22.98,44.0,GrabFamily,Cash,Occasional,4.99,5.0,7,7.0,Clear,0,High,1.17,0,0,45.22,iOS,Current,0,Completed,0,,Not Cancelled,11.2,42.9,44.07
BK2026003552,C100728,D51161,2026-03-06 05:00:12,2026-03-06,5,Friday,0,0,Orchard,Retail,Ang Mo Kio,Residential,9.77,15.2,GrabFamily,Cash,Regular,4.93,4.56,7,2.0,Cloudy,0,Low,1.0,0,0,18.75,iOS,Current,0,Completed,0,,Not Cancelled,4.8,15.1,18.5
BK2026003723,C101345,D50076,2026-03-09 12:18:30,2026-03-09,12,Monday,0,0,Yishun,Residential,Changi,Airport,11.9,17.6,GrabFamily,Card,New,4.8,4.64,10,7.4,Clear,0,Low,1.0,1,5,16.91,Android,Current,0,Customer Cancelled,1,3.0,Wrong pickup/dropoff,,,
BK2026009871,C102437,D50277,2026-06-28 12:01:23,2026-06-28,12,Sunday,1,0,Jurong East,Residential/Commercial,Sentosa,Leisure,7.94,23.6,JustGrab,Card,High Value,4.76,4.4,12,1.9,Clear,0,High,1.0,0,0,14.97,Android,Current,0,Completed,0,,Not Cancelled,6.8,27.5,15.26
BK2026000521,C101588,D50779,2026-01-10 00:38:53,2026-01-10,0,Saturday,1,0,Queenstown,Residential,Punggol,Residential,3.14,7.0,GrabFamily,Card,High Value,5.0,4.89,6,5.2,Light Rain,1,Medium,1.12,1,5,4.37,iOS,Current,0,Completed,0,,Not Cancelled,6.7,3.0,3.43
BK2026008034,C100856,D50148,2026-05-26 00:04:24,2026-05-26,0,Tuesday,0,0,Orchard,Retail,Jurong East,Residential/Commercial,5.29,9.1,JustGrab,Card,Occasional,4.38,4.72,7,9.6,Cloudy,0,Medium,1.0,1,2,8.45,iOS,Current,0,Completed,0,,Not Cancelled,13.4,6.2,9.95
BK2026004539,C102144,D50688,2026-03-23 23:34:10,2026-03-23,23,Monday,0,0,CBD,Business,Serangoon,Residential,2.99,4.4,JustGrab,Card,Occasional,4.43,4.78,14,7.1,Cloudy,0,Low,1.0,0,0,7.47,Android,Outdated,0,Customer Cancelled,1,1.9,Fare too high,,,
BK2026006779,C100071,D51472,2026-05-03 09:19:33,2026-05-03,9,Sunday,1,1,Clementi,Residential/Student,Tampines,Residential,4.33,8.4,GrabCar,GrabPay,Regular,4.78,4.87,3,7.5,Clear,0,Medium,1.22,1,3,7.8,iOS,One version behind,0,Completed,0,,Not Cancelled,9.3,6.6,10.19
BK2026001823,C101325,D50589,2026-02-03 01:00:20,2026-02-03,1,Tuesday,0,0,Queenstown,Residential,Tampines,Residential,15.25,25.8,GrabCar,GrabPay,New,4.44,4.88,7,4.2,Clear,0,Medium,1.0,1,10,14.19,Android,Current,1,Completed,0,,Not Cancelled,7.6,20.1,14.38
BK2026004087,C103029,D50807,2026-03-16 01:07:08,2026-03-16,1,Monday,0,0,Orchard,Retail,Sentosa,Leisure,7.95,12.7,JustGrab,Card,New,5.0,4.78,8,7.3,Clear,0,Medium,1.0,0,0,13.67,Android,One version behind,1,Completed,0,,Not Cancelled,9.1,11.2,11.4
BK2026006149,C100132,D51089,2026-04-21 07:22:53,2026-04-21,7,Tuesday,0,1,Queenstown,Residential,Woodlands,Residential,22.55,45.8,GrabCar,GrabPay,Occasional,4.73,4.62,5,5.7,Heavy Rain,1,Medium,1.51,1,8,39.91,Android,One version behind,1,Completed,0,,Not Cancelled,6.4,44.1,39.67
BK2026008743,C100125,D50229,2026-06-08 15:41:34,2026-06-08,15,Monday,0,0,Tampines,Residential,Bukit Timah,Residential,3.22,5.8,JustGrab,Card,Regular,4.5,4.93,6,4.7,Clear,0,Medium,1.0,0,0,7.88,Android,Current,0,Customer Cancelled,1,0.8,Wrong pickup/dropoff,,,
BK2026009473,C102095,D50846,2026-06-21 19:43:59,2026-06-21,19,Sunday,1,1,Serangoon,Residential,Orchard,Retail,8.28,15.2,GrabCar Plus,Card,Occasional,4.48,4.86,0,3.8,Clear,0,Medium,1.34,1,5,16.35,iOS,One version behind,0,Completed,0,,Not Cancelled,5.4,21.6,15.09
BK2026007742,C101493,D51336,2026-05-20 17:55:15,2026-05-20,17,Wednesday,0,1,Orchard,Retail,CBD,Business,3.28,10.6,GrabCar,GrabPay,Occasional,4.63,4.64,9,7.4,Clear,0,Severe,1.4,0,0,10.28,Android,One version behind,2,Customer Cancelled,1,7.0,Other,,,
BK2026000310,C102350,D51224,2026-01-06 06:27:21,2026-01-06,6,Tuesday,0,0,Jurong East,Residential/Commercial,Woodlands,Residential,5.9,7.6,JustGrab,GrabPay,New,4.52,4.69,3,2.4,Clear,0,Low,1.0,1,2,8.91,iOS,Current,1,Completed,0,,Not Cancelled,5.5,5.3,8.69
BK2026007721,C103026,D50880,2026-05-20 06:04:02,2026-05-20,6,Wednesday,0,0,Ang Mo Kio,Residential,Yishun,Residential,10.36,16.3,GrabCar,GrabPay,New,4.96,4.43,10,2.6,Clear,0,Low,1.0,0,0,17.5,Android,Current,2,Completed,0,,Not Cancelled,6.4,20.8,18.11
BK2026008223,C102707,D50002,2026-05-29 09:06:03,2026-05-29,9,Friday,0,1,Orchard,Retail,Serangoon,Residential,9.25,16.2,JustGrab,GrabPay,Occasional,4.74,4.8,8,3.0,Clear,0,Medium,1.31,1,2,16.47,iOS,One version behind,2,Completed,0,,Not Cancelled,1.0,14.3,16.01
BK2026008657,C100859,D50018,2026-06-06 21:11:41,2026-06-06,21,Saturday,1,0,Ang Mo Kio,Residential,Serangoon,Residential,7.8,11.3,JustGrab,Card,Occasional,5.0,4.67,6,7.6,Light Rain,1,Medium,1.05,0,0,13.76,iOS,Current,1,Completed,0,,Not Cancelled,10.9,9.6,14.91
BK2026003600,C102632,D51388,2026-03-07 00:30:18,2026-03-07,0,Saturday,1,0,Bukit Timah,Residential,Yishun,Residential,6.72,13.2,GrabCar,Corporate,New,4.51,4.93,8,3.4,Cloudy,0,High,1.0,1,5,8.0,Android,Current,1,Completed,0,,Not Cancelled,3.3,11.5,8.41
BK2026003623,C100352,D51339,2026-03-07 14:03:35,2026-03-07,14,Saturday,1,0,Changi,Airport,Serangoon,Residential,15.96,33.0,JustGrab,Card,Regular,4.86,4.71,4,6.6,Cloudy,0,High,1.0,0,0,24.52,Android,Current,0,Completed,0,,Not Cancelled,11.4,30.5,24.62
BK2026003812,C102804,D50060,2026-03-11 00:28:42,2026-03-11,0,Wednesday,0,0,Tampines,Residential,CBD,Business,6.26,8.9,JustGrab,Card,Occasional,4.61,4.61,8,1.8,Clear,0,Low,1.0,1,2,9.44,Android,Current,0,Completed,0,,Not Cancelled,5.7,5.4,8.75
BK2026003451,C100893,D51332,2026-03-04 04:46:18,2026-03-04,4,Wednesday,0,0,Tampines,Residential,Marina Bay,Business/Leisure,6.3,12.5,JustGrab,Card,Occasional,4.36,4.73,5,16.1,Clear,0,Low,1.0,0,0,11.92,Android,Current,0,Completed,0,,Not Cancelled,15.5,9.1,10.05
BK2026004592,C100362,D51377,2026-03-25 00:37:27,2026-03-25,0,Wednesday,0,0,Changi,Airport,Clementi,Residential/Student,11.81,20.4,GrabShare,Card,Regular,4.7,4.59,6,2.2,Cloudy,0,Low,1.0,0,0,16.79,iOS,Current,0,Completed,0,,Not Cancelled,2.5,26.1,17.65
BK2026000206,C100432,D50875,2026-01-04 13:32:37,2026-01-04,13,Sunday,1,0,CBD,Business,Changi,Airport,14.78,25.3,GrabCar Plus,Card,Regular,4.37,5.0,11,1.0,Clear,0,Low,1.0,0,0,27.79,Android,Current,0,Completed,0,,Not Cancelled,3.8,20.8,27.98
BK2026009841,C102189,D50773,2026-06-27 22:12:37,2026-06-27,22,Saturday,1,0,Serangoon,Residential,Clementi,Residential/Student,31.64,86.8,GrabCar,GrabPay,Occasional,4.29,4.9,5,6.1,Clear,0,High,1.0,0,0,50.1,Android,Current,0,Completed,0,,Not Cancelled,5.6,80.6,50.43
BK2026001136,C100978,D51102,2026-01-21 19:38:38,2026-01-21,19,Wednesday,0,1,CBD,Business,Changi,Airport,14.13,37.2,GrabFamily,Corporate,High Value,4.49,4.52,7,11.0,Clear,0,High,1.21,0,0,31.24,Android,Current,0,Completed,0,,Not Cancelled,12.1,45.3,31.6
BK2026009385,C100534,D51304,2026-06-20 07:49:46,2026-06-20,7,Saturday,1,1,Ang Mo Kio,Residential,Serangoon,Residential,8.87,18.1,GrabCar,Corporate,Regular,4.72,4.78,3,14.5,Light Rain,1,High,1.27,0,0,18.75,Android,One version behind,0,Customer Cancelled,1,2.0,Changed mind,,,
BK2026002750,C103128,D50372,2026-02-19 20:31:58,2026-02-19,20,Thursday,0,1,Queenstown,Residential,Woodlands,Residential,7.1,14.1,JustGrab,GrabPay,Occasional,4.54,4.56,2,5.7,Cloudy,0,High,1.2,0,0,14.44,iOS,Current,1,Completed,0,,Not Cancelled,5.1,17.7,14.42
BK2026003614,C101510,D50822,2026-03-07 09:22:56,2026-03-07,9,Saturday,1,1,Marina Bay,Business/Leisure,Orchard,Retail,9.54,23.9,JustGrab,GrabPay,Occasional,4.66,4.57,8,7.5,Clear,0,Severe,1.48,0,0,21.49,Android,Current,2,Completed,0,,Not Cancelled,7.8,29.8,18.84
BK2026000306,C102072,D50122,2026-01-06 05:39:02,2026-01-06,5,Tuesday,0,0,Clementi,Residential/Student,Bukit Timah,Residential,7.83,10.8,JustGrab,Card,New,4.84,5.0,7,2.2,Cloudy,0,Low,1.0,1,2,11.32,Android,One version behind,1,Completed,0,,Not Cancelled,4.9,8.9,9.71
BK2026001850,C101799,D51038,2026-02-03 10:57:33,2026-02-03,10,Tuesday,0,0,Queenstown,Residential,Clementi,Residential/Student,8.82,18.3,GrabCar Plus,GrabPay,Occasional,4.61,4.96,5,3.3,Clear,0,Low,1.0,0,0,18.5,iOS,Current,3,Completed,0,,Not Cancelled,4.2,10.7,18.06
BK2026007670,C102954,D50318,2026-05-19 08:53:25,2026-05-19,8,Tuesday,0,1,Woodlands,Residential,Ang Mo Kio,Residential,17.46,45.7,GrabCar,Card,High Value,4.7,4.63,3,12.3,Light Rain,1,Severe,1.42,0,0,37.4,Android,Current,0,Completed,0,,Not Cancelled,11.1,43.4,36.07
BK2026001989,C102551,D50036,2026-02-05 17:45:06,2026-02-05,17,Thursday,0,1,Tampines,Residential,Marina Bay,Business/Leisure,7.64,15.9,GrabCar,GrabPay,Occasional,4.71,5.0,4,5.0,Clear,0,High,1.34,0,0,17.32,Android,Current,1,Customer Cancelled,1,4.4,Fare too high,,,
BK2026003241,C102994,D50648,2026-02-28 06:07:36,2026-02-28,6,Saturday,1,0,Tampines,Residential,Changi,Airport,11.52,21.6,GrabShare,GrabPay,Occasional,4.56,4.66,6,11.1,Light Rain,1,Medium,1.09,0,0,17.6,iOS,Current,2,Completed,0,,Not Cancelled,11.0,19.6,15.15
BK2026002799,C102188,D50323,2026-02-20 16:10:41,2026-02-20,16,Friday,0,0,Clementi,Residential/Student,Bukit Timah,Residential,7.21,21.1,GrabCar,Card,Regular,4.52,4.59,5,1.6,Clear,0,High,1.0,0,0,14.51,iOS,Current,0,Completed,0,,Not Cancelled,5.3,17.9,13.03
BK2026004516,C101377,D50085,2026-03-23 10:55:50,2026-03-23,10,Monday,0,0,Tampines,Residential,Orchard,Retail,14.79,22.5,GrabCar,Card,High Value,4.81,4.57,12,1.3,Clear,0,Medium,1.0,0,0,23.27,Android,Current,1,Driver Cancelled,0,,Not Cancelled,,,
BK2026005631,C100261,D50312,2026-04-11 22:33:44,2026-04-11,22,Saturday,1,0,Marina Bay,Business/Leisure,Tampines,Residential,3.91,8.2,GrabCar Plus,Cash,Occasional,4.76,4.71,14,12.3,Light Rain,1,Medium,1.13,0,0,11.05,Android,Current,1,Customer Cancelled,1,6.2,Wrong pickup/dropoff,,,
BK2026009373,C101753,D51308,2026-06-20 02:16:23,2026-06-20,2,Saturday,1,0,CBD,Business,Woodlands,Residential,19.59,52.8,JustGrab,GrabPay,Occasional,4.94,4.36,10,5.2,Cloudy,0,High,1.0,0,0,30.71,Android,Current,0,Completed,0,,Not Cancelled,9.7,55.1,29.28
BK2026003110,C102983,D51459,2026-02-25 23:12:08,2026-02-25,23,Wednesday,0,0,Queenstown,Residential,Orchard,Retail,10.14,21.4,JustGrab,GrabPay,High Value,5.0,4.68,6,2.1,Clear,0,High,1.0,0,0,17.02,Android,Current,0,Completed,0,,Not Cancelled,3.1,26.3,14.39
BK2026004940,C103008,D51352,2026-03-30 22:55:01,2026-03-30,22,Monday,0,0,Marina Bay,Business/Leisure,Sentosa,Leisure,9.42,20.6,GrabCar,Card,Regular,4.84,4.51,13,1.5,Cloudy,0,Medium,1.0,0,0,16.95,Android,Current,0,Completed,0,,Not Cancelled,5.6,23.1,18.71
BK2026004060,C102985,D50425,2026-03-15 12:40:09,2026-03-15,12,Sunday,1,0,Clementi,Residential/Student,Clementi,Residential/Student,2.92,4.0,JustGrab,Cash,High Value,4.37,4.57,7,3.5,Cloudy,0,Low,1.0,0,0,7.35,Android,Current,0,Completed,0,,Not Cancelled,6.2,7.5,5.86
BK2026001988,C103051,D50552,2026-02-05 17:13:17,2026-02-05,17,Thursday,0,1,Punggol,Residential,Orchard,Retail,5.67,9.1,GrabShare,GrabPay,Occasional,4.88,4.62,5,12.6,Clear,0,Medium,1.28,1,2,9.37,iOS,Current,1,Customer Cancelled,1,5.1,Fare too high,,,
BK2026007158,C100474,D50707,2026-05-10 06:01:33,2026-05-10,6,Sunday,1,0,Punggol,Residential,Queenstown,Residential,6.09,15.4,JustGrab,Card,Regular,5.0,4.5,7,5.1,Clear,0,High,1.0,0,0,12.04,iOS,Current,0,Completed,0,,Not Cancelled,8.8,17.3,11.08
BK2026008875,C100915,D50770,2026-06-10 21:05:10,2026-06-10,21,Wednesday,0,0,Yishun,Residential,Serangoon,Residential,3.47,7.5,GrabShare,Card,Occasional,4.72,5.0,8,10.1,Clear,0,Medium,1.0,1,2,5.8,Android,One version behind,0,Customer Cancelled,1,6.3,Driver took too long,,,
BK2026006614,C102783,D50201,2026-04-30 09:07:37,2026-04-30,9,Thursday,0,1,CBD,Business,Orchard,Retail,8.25,16.5,GrabCar Plus,GrabPay,Occasional,4.76,4.59,10,6.2,Heavy Rain,1,Medium,1.41,0,0,22.27,Android,Current,2,Customer Cancelled,1,1.4,Other,,,
BK2026000384,C101774,D50225,2026-01-07 11:55:06,2026-01-07,11,Wednesday,0,0,Serangoon,Residential,Marina Bay,Business/Leisure,6.24,10.4,GrabShare,GrabPay,Occasional,4.82,5.0,8,1.0,Cloudy,0,Medium,1.0,0,0,10.62,Android,Current,1,Completed,0,,Not Cancelled,0.8,10.7,11.36
BK2026005635,C100368,D51104,2026-04-12 00:10:14,2026-04-12,0,Sunday,1,0,Changi,Airport,Tampines,Residential,18.54,36.3,GrabCar,GrabPay,Occasional,4.46,4.62,7,10.8,Light Rain,1,Low,1.12,1,3,28.7,Android,Current,1,Customer Cancelled,1,2.9,Driver took too long,,,
BK2026004308,C101880,D51201,2026-03-19 19:08:17,2026-03-19,19,Thursday,0,1,Queenstown,Residential,Orchard,Retail,6.21,17.1,JustGrab,Cash,Occasional,5.0,4.77,5,10.0,Clear,0,Severe,1.43,1,3,12.18,Android,One version behind,0,Completed,0,,Not Cancelled,9.3,14.9,11.05
BK2026003389,C102327,D51268,2026-03-03 07:15:19,2026-03-03,7,Tuesday,0,1,CBD,Business,Bukit Timah,Residential,2.03,4.7,GrabCar Plus,Card,Regular,4.59,4.88,7,4.9,Clear,0,High,1.23,0,0,7.9,iOS,One version behind,0,Customer Cancelled,1,1.2,Fare too high,,,
BK2026003157,C100253,D50560,2026-02-26 14:44:07,2026-02-26,14,Thursday,0,0,Yishun,Residential,Orchard,Retail,4.49,5.9,GrabCar Plus,GrabPay,Occasional,4.7,4.68,12,6.9,Cloudy,0,Low,1.0,0,0,10.87,iOS,Current,0,Completed,0,,Not Cancelled,7.2,9.5,10.74
BK2026009996,C100168,D51089,2026-06-30 21:18:20,2026-06-30,21,Tuesday,0,0,Serangoon,Residential,Serangoon,Residential,3.99,8.0,GrabShare,GrabPay,New,4.45,4.7,8,4.9,Light Rain,1,High,1.1,1,2,6.68,iOS,Outdated,1,Driver Cancelled,0,,Not Cancelled,,,
BK2026002728,C102039,D50252,2026-02-19 12:57:22,2026-02-19,12,Thursday,0,0,Changi,Airport,Marina Bay,Business/Leisure,23.0,37.9,GrabCar,Card,Regular,4.6,4.86,9,3.3,Cloudy,0,Low,1.0,0,0,34.43,Android,One version behind,0,Completed,0,,Not Cancelled,8.3,44.2,35.1
BK2026006334,C102982,D51064,2026-04-25 03:19:32,2026-04-25,3,Saturday,1,0,Punggol,Residential,Yishun,Residential,5.29,9.9,JustGrab,Cash,Regular,4.9,4.54,5,7.2,Heavy Rain,1,High,1.15,0,0,11.38,iOS,Current,0,Completed,0,,Not Cancelled,7.3,3.0,12.77
BK2026009900,C101713,D50065,2026-06-29 04:01:19,2026-06-29,4,Monday,0,0,CBD,Business,Woodlands,Residential,4.16,13.0,GrabFamily,GrabPay,Regular,4.37,4.36,11,8.2,Light Rain,1,Severe,1.25,0,0,12.35,Android,Current,1,Completed,0,,Not Cancelled,6.4,14.6,12.69
BK2026008752,C102313,D50411,2026-06-08 18:42:19,2026-06-08,18,Monday,0,1,Changi,Airport,Ang Mo Kio,Residential,19.95,53.6,JustGrab,Cash,New,4.47,4.85,6,7.4,Light Rain,1,Severe,1.48,0,0,41.23,iOS,Current,0,Customer Cancelled,1,3.8,Fare too high,,,
BK2026008303,C102163,D50333,2026-05-30 21:31:57,2026-05-30,21,Saturday,1,0,Sentosa,Leisure,Orchard,Retail,10.5,19.6,JustGrab,Card,Occasional,4.69,4.65,7,1.1,Clear,0,Medium,1.0,0,0,17.18,Android,Current,0,Completed,0,,Not Cancelled,5.8,18.6,14.89
BK2026006038,C100536,D50260,2026-04-19 02:44:41,2026-04-19,2,Sunday,1,0,Serangoon,Residential,Marina Bay,Business/Leisure,4.7,7.7,GrabCar,GrabPay,Regular,4.76,4.56,7,6.8,Clear,0,Medium,1.0,1,2,8.05,Android,Current,0,Completed,0,,Not Cancelled,5.9,4.5,7.22
BK2026003833,C101927,D51223,2026-03-11 09:48:10,2026-03-11,9,Wednesday,0,1,Marina Bay,Business/Leisure,Bukit Timah,Residential,2.76,5.8,GrabCar,Card,High Value,4.26,4.55,6,19.3,Cloudy,0,High,1.06,0,0,7.81,iOS,Current,1,Customer Cancelled,1,4.0,Driver took too long,,,
BK2026008918,C101206,D51106,2026-06-11 14:38:09,2026-06-11,14,Thursday,0,0,Marina Bay,Business/Leisure,Marina Bay,Business/Leisure,2.43,4.0,GrabCar,GrabPay,Occasional,5.0,4.91,16,4.1,Clear,0,Medium,1.0,0,0,7.04,Android,Current,1,Customer Cancelled,1,1.7,Driver took too long,,,
BK2026004777,C101246,D51448,2026-03-28 03:18:14,2026-03-28,3,Saturday,1,0,CBD,Business,Jurong East,Residential/Commercial,17.49,52.0,JustGrab,Card,Occasional,5.0,4.38,6,10.9,Light Rain,1,Severe,1.25,0,0,33.0,iOS,Current,2,Customer Cancelled,1,2.0,Changed mind,,,
BK2026004277,C102913,D50381,2026-03-19 09:46:57,2026-03-19,9,Thursday,0,1,Tampines,Residential,Changi,Airport,12.05,26.4,GrabFamily,Card,New,4.91,4.52,5,9.3,Light Rain,1,Medium,1.48,1,10,20.94,iOS,One version behind,0,Completed,0,,Not Cancelled,7.5,27.9,22.1
BK2026000254,C101524,D51030,2026-01-05 09:13:23,2026-01-05,9,Monday,0,1,Jurong East,Residential/Commercial,Tampines,Residential,3.94,7.6,JustGrab,Card,Occasional,4.42,4.75,5,6.2,Light Rain,1,Medium,1.19,0,0,9.64,iOS,Current,0,Completed,0,,Not Cancelled,8.5,6.8,8.75
BK2026007896,C101138,D50751,2026-05-23 17:10:44,2026-05-23,17,Saturday,1,1,Serangoon,Residential,Bukit Timah,Residential,1.81,4.1,JustGrab,GrabPay,High Value,4.58,4.69,4,11.1,Light Rain,1,High,1.27,0,0,6.71,iOS,Current,1,Completed,0,,Not Cancelled,13.8,10.6,6.83
BK2026009591,C102420,D51101,2026-06-23 17:47:57,2026-06-23,17,Tuesday,0,1,Punggol,Residential,Marina Bay,Business/Leisure,18.99,45.3,GrabCar,Card,Occasional,4.55,4.89,7,10.1,Clear,0,High,1.09,0,0,32.71,Android,Current,1,Completed,0,,Not Cancelled,12.1,43.1,35.25
BK2026007289,C101822,D50515,2026-05-12 10:04:14,2026-05-12,10,Tuesday,0,0,Clementi,Residential/Student,Bukit Timah,Residential,2.45,5.4,GrabCar,Card,Regular,5.0,4.41,5,3.5,Clear,0,High,1.0,0,0,7.23,Android,Current,0,Completed,0,,Not Cancelled,3.8,3.0,6.5
BK2026000279,C103179,D50961,2026-01-05 19:13:29,2026-01-05,19,Monday,0,1,Sentosa,Leisure,Woodlands,Residential,15.53,34.0,GrabCar,GrabPay,Regular,4.98,4.83,9,5.9,Clear,0,High,1.27,0,0,30.25,Android,Current,1,Completed,0,,Not Cancelled,8.1,34.1,30.53
BK2026003253,C100539,D51198,2026-02-28 14:11:48,2026-02-28,14,Saturday,1,0,Queenstown,Residential,Jurong East,Residential/Commercial,5.44,12.7,GrabCar,GrabPay,Regular,4.3,4.78,11,4.1,Cloudy,0,High,1.0,1,10,4.0,Android,Current,4,Completed,0,,Not Cancelled,3.0,16.5,5.05
BK2026002481,C102861,D50679,2026-02-14 21:22:35,2026-02-14,21,Saturday,1,0,Jurong East,Residential/Commercial,Serangoon,Residential,5.99,8.7,GrabShare,Card,High Value,4.49,4.89,8,1.0,Clear,0,Low,1.0,0,0,10.19,Android,Current,0,Completed,0,,Not Cancelled,2.0,6.5,8.79
BK2026000290,C101302,D51436,2026-01-06 01:05:38,2026-01-06,1,Tuesday,0,0,Queenstown,Residential,Orchard,Retail,7.34,17.3,GrabCar,Card,Occasional,4.69,4.71,6,3.0,Clear,0,Medium,1.0,0,0,14.2,Android,Current,0,Completed,0,,Not Cancelled,1.6,14.7,15.41
BK2026006087,C101731,D50258,2026-04-20 02:53:54,2026-04-20,2,Monday,0,0,Marina Bay,Business/Leisure,Ang Mo Kio,Residential,13.9,37.7,JustGrab,Cash,Regular,5.0,4.91,12,8.3,Light Rain,1,High,1.1,0,0,24.38,Android,One version behind,0,Customer Cancelled,1,9.5,Found alternative transport,,,
BK2026003076,C102132,D50723,2026-02-25 08:55:16,2026-02-25,8,Wednesday,0,1,Serangoon,Residential,Queenstown,Residential,5.38,13.4,JustGrab,Card,New,4.74,4.46,5,5.9,Clear,0,High,1.35,1,8,5.03,Android,One version behind,1,Completed,0,,Not Cancelled,6.4,10.1,4.06
BK2026008124,C102819,D50979,2026-05-27 19:24:09,2026-05-27,19,Wednesday,0,1,Bukit Timah,Residential,Ang Mo Kio,Residential,11.14,26.2,JustGrab,Card,Regular,5.0,4.78,5,9.0,Clear,0,Medium,1.07,0,0,19.46,iOS,Current,1,Completed,0,,Not Cancelled,9.6,27.7,19.38
BK2026007599,C101532,D51067,2026-05-17 23:36:11,2026-05-17,23,Sunday,1,0,Clementi,Residential/Student,Marina Bay,Business/Leisure,3.58,6.1,GrabCar,Card,Regular,4.54,4.78,9,1.6,Clear,0,Medium,1.0,0,0,8.59,iOS,One version behind,0,Customer Cancelled,1,1.9,Changed mind,,,
BK2026006404,C103126,D50496,2026-04-26 07:46:03,2026-04-26,7,Sunday,1,1,Serangoon,Residential,Tampines,Residential,12.48,17.3,GrabCar,GrabPay,High Value,4.59,4.48,5,7.6,Clear,0,Low,1.13,0,0,21.87,Android,Current,0,Customer Cancelled,1,1.7,Fare too high,,,
BK2026005090,C100693,D50338,2026-04-02 20:47:39,2026-04-02,20,Thursday,0,1,Orchard,Retail,Woodlands,Residential,10.34,30.4,JustGrab,GrabPay,Occasional,4.75,4.4,9,23.4,Clear,0,Severe,1.35,0,0,22.1,Android,One version behind,2,Customer Cancelled,1,4.0,Found alternative transport,,,
BK2026007284,C102014,D51014,2026-05-12 06:30:13,2026-05-12,6,Tuesday,0,0,Queenstown,Residential,Marina Bay,Business/Leisure,16.69,37.8,JustGrab,GrabPay,Regular,4.38,4.73,9,9.7,Light Rain,1,Medium,1.13,0,0,28.14,Android,Outdated,0,Customer Cancelled,1,3.6,App or payment issue,,,
BK2026009718,C100611,D50159,2026-06-26 00:39:30,2026-06-26,0,Friday,0,0,Jurong East,Residential/Commercial,Serangoon,Residential,19.83,41.5,JustGrab,Card,Regular,4.72,5.0,8,4.1,Clear,0,Low,1.0,0,0,29.6,iOS,Current,0,Completed,0,,Not Cancelled,5.0,42.8,30.14
BK2026008403,C100967,D50445,2026-06-01 16:17:13,2026-06-01,16,Monday,0,0,Ang Mo Kio,Residential,Clementi,Residential/Student,13.59,21.7,JustGrab,GrabPay,Occasional,4.93,4.59,9,4.4,Clear,0,Low,1.0,1,3,17.67,iOS,Current,4,Completed,0,,Not Cancelled,11.2,14.8,18.5
BK2026006122,C101816,D50254,2026-04-20 17:15:20,2026-04-20,17,Monday,0,1,Orchard,Retail,Bukit Timah,Residential,5.99,17.1,GrabCar Plus,GrabPay,Occasional,5.0,4.45,8,11.9,Light Rain,1,High,1.51,0,0,18.67,Android,Outdated,3,Completed,0,,Not Cancelled,11.6,22.5,19.69
BK2026007755,C101541,D50603,2026-05-20 23:05:20,2026-05-20,23,Wednesday,0,0,Changi,Airport,CBD,Business,19.39,43.7,JustGrab,GrabPay,High Value,4.28,4.66,9,1.0,Clear,0,Medium,1.0,0,0,29.4,iOS,Current,0,Completed,0,,Not Cancelled,1.2,43.8,29.91
BK2026000271,C101650,D50045,2026-01-05 15:34:59,2026-01-05,15,Monday,0,0,Marina Bay,Business/Leisure,Woodlands,Residential,8.16,12.8,JustGrab,GrabPay,Occasional,4.6,4.88,11,1.1,Cloudy,0,Medium,1.0,0,0,13.9,Android,Current,0,Completed,0,,Not Cancelled,3.2,18.3,14.84
BK2026006010,C101524,D50721,2026-04-18 16:36:28,2026-04-18,16,Saturday,1,0,Changi,Airport,Woodlands,Residential,16.77,32.3,JustGrab,Cash,Occasional,4.68,4.86,8,4.7,Light Rain,1,High,1.1,0,0,27.05,iOS,Current,0,Completed,0,,Not Cancelled,3.7,35.4,29.54
BK2026004571,C102953,D50576,2026-03-24 15:44:09,2026-03-24,15,Tuesday,0,0,Punggol,Residential,Orchard,Retail,8.03,12.1,JustGrab,Cash,Regular,4.75,4.71,6,5.9,Clear,0,Low,1.0,0,0,13.68,iOS,Current,2,Completed,0,,Not Cancelled,7.9,13.4,13.74
BK2026009117,C101782,D51114,2026-06-15 08:16:46,2026-06-15,8,Monday,0,1,Queenstown,Residential,Jurong East,Residential/Commercial,6.43,12.5,JustGrab,GrabPay,Regular,4.99,4.33,4,5.8,Cloudy,0,High,1.23,1,10,4.0,iOS,Current,0,Completed,0,,Not Cancelled,4.0,15.0,3.14
